k n_trees depth sparsity k_build b v build_time recall var_recall query_time projection_time traversal_time vote_time exact_time cs_size n_train n_subsample val_recall val_var_recall val_query_time r0 r1 r2 r3 r4 r5 r6 r7 r8 r9 r10
10 5 14 0.036 10 1 1.375e-07 11.285 0.6271 0.08432 0.076079 0 0.0030711 0.012339 0.060387 156.79 58000 100 0.6071 0.09075 0.078013 43 39 51 58 87 93 98 119 135 128 149 
10 5 14 0.036 10 1 1.75e-07 11.285 0.6271 0.08432 0.075803 0 0.003144 0.012279 0.060104 156.79 58000 100 0.6071 0.09075 0.075686 43 39 51 58 87 93 98 119 135 128 149 
10 5 14 0.036 10 1 2.5e-07 11.285 0.6271 0.08432 0.076717 0 0.002991 0.012618 0.060835 156.79 58000 100 0.6071 0.09075 0.076531 43 39 51 58 87 93 98 119 135 128 149 
10 5 14 0.036 10 1 3.75e-07 11.285 0.6271 0.08432 0.078014 0 0.0030002 0.013007 0.061721 156.79 58000 100 0.6071 0.09075 0.076595 43 39 51 58 87 93 98 119 135 128 149 
10 5 14 0.036 10 1 5e-07 11.285 0.6271 0.08432 0.078105 0 0.0031489 0.01246 0.062228 156.79 58000 100 0.6071 0.09075 0.075625 43 39 51 58 87 93 98 119 135 128 149 
10 5 14 0.036 10 1 7.5e-07 11.285 0.6271 0.08432 0.075847 0 0.0031303 0.012425 0.060019 156.79 58000 100 0.6071 0.09075 0.07686 43 39 51 58 87 93 98 119 135 128 149 
10 5 14 0.036 10 1 1e-06 11.285 0.6271 0.08432 0.075741 0 0.0031035 0.012296 0.06007 156.79 58000 100 0.6071 0.09075 0.075676 43 39 51 58 87 93 98 119 135 128 149 
10 5 14 0.036 10 1 1.375e-06 11.285 0.6271 0.08432 0.076036 0 0.0030115 0.01241 0.060346 156.79 58000 100 0.6071 0.09075 0.075987 43 39 51 58 87 93 98 119 135 128 149 
10 5 14 0.036 10 1 1.75e-06 11.285 0.6271 0.08432 0.075997 0 0.0029786 0.012299 0.060446 156.79 58000 100 0.6071 0.09075 0.075866 43 39 51 58 87 93 98 119 135 128 149 
10 5 14 0.036 10 1 2.5e-06 11.285 0.6271 0.08432 0.077292 0 0.0030438 0.01249 0.061489 156.79 58000 100 0.6071 0.09075 0.076007 43 39 51 58 87 93 98 119 135 128 149 
10 5 14 0.036 10 1 3.75e-06 11.285 0.6271 0.08432 0.077614 0 0.003149 0.012678 0.06151 156.79 58000 100 0.6071 0.09075 0.075701 43 39 51 58 87 93 98 119 135 128 149 
