k n_trees depth sparsity k_build b v build_time recall var_recall query_time projection_time traversal_time vote_time exact_time cs_size n_train val_recall val_var_recall val_query_time r0 r1 r2 r3 r4 r5 r6 r7 r8 r9 r10
10 10 14 0.0104 10 1 19 4.0307 0.0074 0.0020273 0.03243 0 0.0068623 0.024741 0.00060691 0.111 98000 0.0068 0.0016955 0.030117 959 25 9 2 2 1 2 0 0 0 0 
10 10 14 0.0104 10 1 20 4.0307 0.0057 0.0014189 0.028575 0 0.0067725 0.021065 0.00051971 0.088 98000 0.005 0.0014765 0.028431 966 22 7 2 1 1 1 0 0 0 0 
10 10 14 0.0104 10 1 22 4.0307 0.0042 0.0010234 0.02796 0 0.0064373 0.020959 0.00033878 0.06 98000 0.0023 0.0009857 0.027567 972 22 3 1 0 1 1 0 0 0 0 
10 10 14 0.0104 10 1 25 4.0307 0.0015 0.00040816 0.027001 0 0.0060561 0.020565 0.00016193 0.026 98000 0.0008 9.9459e-05 0.026496 991 7 0 1 0 1 0 0 0 0 0 
10 10 14 0.0104 10 1 30 4.0307 0.0003 4.996e-05 0.027362 0 0.0059459 0.021122 8.3394e-05 0.007 98000 0 0 0.026387 998 1 1 0 0 0 0 0 0 0 0 
10 10 14 0.0104 10 1 40 4.0307 0 0 0.026356 0 0.005493 0.020581 7.0748e-05 0.002 98000 0 0 0.026004 1000 0 0 0 0 0 0 0 0 0 0 
10 10 14 0.0104 10 1 50 4.0307 0 0 0.026187 0 0.0052539 0.020672 3.8112e-05 0 98000 0 0 0.025683 1000 0 0 0 0 0 0 0 0 0 0 
10 10 14 0.0104 10 1 60 4.0307 0 0 0.025836 0 0.00509 0.020494 3.845e-05 0 98000 0 0 0.02547 1000 0 0 0 0 0 0 0 0 0 0 
10 10 14 0.0104 10 1 70 4.0307 0 0 0.025711 0 0.0049608 0.0205 3.6711e-05 0 98000 0 0 0.025341 1000 0 0 0 0 0 0 0 0 0 0 
10 10 14 0.0104 10 1 80 4.0307 0 0 0.025475 0 0.0048737 0.020352 3.8024e-05 0 98000 0 0 0.02529 1000 0 0 0 0 0 0 0 0 0 0 
10 10 14 0.0104 10 1 90 4.0307 0 0 0.025511 0 0.0048499 0.020417 3.6786e-05 0 98000 0 0 0.025233 1000 0 0 0 0 0 0 0 0 0 0 
10 10 14 0.0104 10 1 100 4.0307 0 0 0.025403 0 0.0048273 0.020327 3.7776e-05 0 98000 0 0 0.025181 1000 0 0 0 0 0 0 0 0 0 0 
10 10 14 0.0104 10 1 125 4.0307 0 0 0.025495 0 0.0048126 0.020439 3.671e-05 0 98000 0 0 0.025187 1000 0 0 0 0 0 0 0 0 0 0 
10 10 14 0.0104 10 1 150 4.0307 0 0 0.025516 0 0.0047485 0.020517 3.7948e-05 0 98000 0 0 0.025137 1000 0 0 0 0 0 0 0 0 0 0 
10 10 14 0.0104 10 1 175 4.0307 0 0 0.025276 0 0.00471 0.020322 3.6522e-05 0 98000 0 0 0.025093 1000 0 0 0 0 0 0 0 0 0 0 
10 10 14 0.0104 10 1 200 4.0307 0 0 0.026393 0 0.0048313 0.021294 3.9918e-05 0 98000 0 0 0.026053 1000 0 0 0 0 0 0 0 0 0 0 
10 10 14 0.0104 10 1 250 4.0307 0 0 0.026346 0 0.0048336 0.021256 3.8142e-05 0 98000 0 0 0.025372 1000 0 0 0 0 0 0 0 0 0 0 
10 10 14 0.0104 10 1 300 4.0307 0 0 0.025348 0 0.0046936 0.020405 3.8014e-05 0 98000 0 0 0.0251 1000 0 0 0 0 0 0 0 0 0 0 
10 10 14 0.0104 10 1 400 4.0307 0 0 0.02523 0 0.0046499 0.020336 3.6624e-05 0 98000 0 0 0.025032 1000 0 0 0 0 0 0 0 0 0 0 
10 10 14 0.0104 10 1 500 4.0307 0 0 0.02519 0 0.0046386 0.020302 3.8232e-05 0 98000 0 0 0.024969 1000 0 0 0 0 0 0 0 0 0 0 
10 10 14 0.0104 10 1 750 4.0307 0 0 0.026116 0 0.0048001 0.021059 4.1307e-05 0 98000 0 0 0.025137 1000 0 0 0 0 0 0 0 0 0 0 
10 10 14 0.0104 10 1 1000 4.0307 0 0 0.025425 0 0.0047212 0.02045 3.8084e-05 0 98000 0 0 0.025333 1000 0 0 0 0 0 0 0 0 0 0 
