k probes k_factor build_time recall var_recall query_time val_recall val_var_recall val_query_time r0 r1 r2 r3 r4 r5 r6 r7 r8 r9 r10
10 2048 50 92.577 0.9508 0.0070064 9.2072 0.9481 0.0082847 9.1926 0 0 0 0 0 2 9 23 82 213 671 
10 2048 75 92.577 0.9798 0.0025946 10.656 0.9777 0.0028355 10.276 0 0 0 0 0 0 1 4 31 124 840 
10 2048 100 92.577 0.9905 0.0010808 11.185 0.9882 0.0014422 11.238 0 0 0 0 0 0 0 1 8 76 915 
10 2048 250 92.577 0.9991 0.0001093 17.146 0.9995 4.98e-05 17.156 0 0 0 0 0 0 0 0 1 7 992 
10 2048 500 92.577 0.9999 1e-05 27.119 1 0 27.139 0 0 0 0 0 0 0 0 0 1 999 
10 4096 1 92.577 0.1862 0.02035 7.0957 0.1909 0.018786 7.0749 166 284 278 140 81 35 12 1 3 0 0 
10 4096 2 92.577 0.297 0.034145 7.1373 0.2967 0.031891 7.1779 62 164 221 211 145 99 58 22 9 8 1 
10 4096 3 92.577 0.3783 0.041461 7.2087 0.3777 0.040093 7.1958 30 89 173 192 186 132 91 57 31 15 4 
10 4096 4 92.577 0.4424 0.044467 7.284 0.4421 0.044422 7.25 20 46 120 170 191 156 129 81 51 25 11 
10 4096 5 92.577 0.4943 0.046764 7.3149 0.4949 0.04619 7.2859 14 33 74 147 182 163 139 116 75 38 19 
10 4096 8 92.577 0.6092 0.046422 7.4441 0.6063 0.045055 7.4453 2 15 20 84 138 141 165 145 142 93 55 
10 4096 10 92.577 0.6636 0.043859 7.5343 0.6608 0.042946 7.5375 0 7 20 48 96 124 169 167 152 128 89 
10 4096 12 92.577 0.7073 0.040217 7.6419 0.703 0.03941 7.6266 0 5 12 33 60 108 163 162 176 165 116 
10 4096 20 92.577 0.818 0.027083 8.0099 0.8172 0.027812 8.0179 0 0 6 5 22 35 88 140 198 262 244 
10 4096 25 92.577 0.8605 0.021311 8.2385 0.8597 0.022068 8.2075 0 0 2 1 14 23 53 110 175 281 341 
10 4096 50 92.577 0.9508 0.0070064 9.2962 0.9481 0.0082847 9.3018 0 0 0 0 0 2 9 23 82 213 671 
10 4096 75 92.577 0.9798 0.0025946 10.322 0.9777 0.0028355 10.304 0 0 0 0 0 0 1 4 31 124 840 
10 4096 100 92.577 0.9905 0.0010808 11.29 0.9882 0.0014422 11.298 0 0 0 0 0 0 0 1 8 76 915 
10 4096 250 92.577 0.9991 0.0001093 17.232 0.9995 4.98e-05 17.304 0 0 0 0 0 0 0 0 1 7 992 
10 4096 500 92.577 0.9999 1e-05 27.266 1 0 27.237 0 0 0 0 0 0 0 0 0 1 999 
10 8192 1 92.577 0.1862 0.02035 7.5879 0.1909 0.018786 7.222 166 284 278 140 81 35 12 1 3 0 0 
10 8192 2 92.577 0.297 0.034145 7.2787 0.2967 0.031891 7.2787 62 164 221 211 145 99 58 22 9 8 1 
10 8192 3 92.577 0.3783 0.041461 7.3221 0.3777 0.040093 7.3473 30 89 173 192 186 132 91 57 31 15 4 
10 8192 4 92.577 0.4424 0.044467 7.3868 0.4421 0.044422 7.3887 20 46 120 170 191 156 129 81 51 25 11 
10 8192 5 92.577 0.4943 0.046764 7.5028 0.4949 0.04619 7.4386 14 33 74 147 182 163 139 116 75 38 19 
10 8192 8 92.577 0.6092 0.046422 7.5814 0.6063 0.045055 7.5827 2 15 20 84 138 141 165 145 142 93 55 
10 8192 10 92.577 0.6636 0.043859 7.6661 0.6608 0.042946 7.6698 0 7 20 48 96 124 169 167 152 128 89 
10 8192 12 92.577 0.7073 0.040217 7.7797 0.703 0.03941 7.7802 0 5 12 33 60 108 163 162 176 165 116 
10 8192 20 92.577 0.818 0.027083 8.1306 0.8172 0.027812 8.1501 0 0 6 5 22 35 88 140 198 262 244 
10 8192 25 92.577 0.8605 0.021311 8.3648 0.8597 0.022068 8.3835 0 0 2 1 14 23 53 110 175 281 341 
10 8192 50 92.577 0.9508 0.0070064 9.4302 0.9481 0.0082847 9.429 0 0 0 0 0 2 9 23 82 213 671 
10 8192 75 92.577 0.9798 0.0025946 10.575 0.9777 0.0028355 10.455 0 0 0 0 0 0 1 4 31 124 840 
10 8192 100 92.577 0.9905 0.0010808 11.478 0.9882 0.0014422 11.426 0 0 0 0 0 0 0 1 8 76 915 
10 8192 250 92.577 0.9991 0.0001093 17.431 0.9995 4.98e-05 17.53 0 0 0 0 0 0 0 0 1 7 992 
10 8192 500 92.577 0.9999 1e-05 27.517 1 0 27.404 0 0 0 0 0 0 0 0 0 1 999 
