k n_trees depth sparsity v build_time recall var_recall query_time cs_size val_recall val_var_recall val_query_time r0 r1 r2 r3 r4 r5 r6 r7 r8 r9 r10
10 10 10 0.015625 3 1.9224 0.1419 0.029904 0.077738 21.121 0.1439 0.029753 0.076622 380 273 151 80 51 30 15 8 5 6 1 
10 10 10 0.015625 4 1.9224 0.073 0.015547 0.06526 5.297 0.0689 0.013456 0.045315 612 221 75 48 25 10 4 1 2 2 0 
10 10 10 0.015625 5 1.9224 0.0361 0.0068336 0.03876 1.565 0.0352 0.0066476 0.037591 771 155 40 19 9 3 3 0 0 0 0 
10 10 10 0.015625 6 1.9224 0.0163 0.0023066 0.033772 0.459 0.0173 0.0026333 0.033333 872 101 22 3 1 1 0 0 0 0 0 
10 10 10 0.015625 7 1.9224 0.0075 0.0009547 0.034623 0.145 0.007 0.00077177 0.041429 936 55 7 2 0 0 0 0 0 0 0 
10 10 10 0.015625 8 1.9224 0.0029 0.00030189 0.033687 0.043 0.0021 0.00022582 0.03203 972 27 1 0 0 0 0 0 0 0 0 
10 10 10 0.015625 9 1.9224 0.0012 0.00011868 0.032002 0.014 0.0006 5.97e-05 0.031632 988 12 0 0 0 0 0 0 0 0 0 
10 10 10 0.015625 10 1.9224 0.0005 4.98e-05 0.031712 0.005 0.0001 1e-05 0.031654 995 5 0 0 0 0 0 0 0 0 0 
10 10 11 0.015625 1 1.92223 0.4722 0.048456 0.82187 433.96 0.4715 0.049747 0.79843 10 46 102 162 177 160 120 104 59 42 18 
10 10 11 0.015625 2 1.9222 0.2047 0.036044 0.11822 41.15 0.2018 0.036754 0.11393 205 283 191 133 86 36 29 21 8 6 2 
10 10 11 0.015625 3 1.9222 0.0896 0.019211 0.051211 6.835 0.0903 0.017974 0.049777 529 267 107 42 24 12 11 2 2 3 1 
10 10 11 0.015625 4 1.9222 0.0416 0.0078173 0.038232 1.449 0.0423 0.0079887 0.040748 734 184 47 15 11 6 2 1 0 0 0 
10 10 11 0.015625 5 1.9222 0.0212 0.0036943 0.035085 0.437 0.0203 0.003041 0.034536 840 134 15 2 5 2 2 0 0 0 0 
10 10 11 0.015625 6 1.9222 0.008 0.0010571 0.033517 0.122 0.009 0.00095996 0.033395 931 62 4 2 1 0 0 0 0 0 0 
10 10 11 0.015625 7 1.9222 0.0043 0.00057208 0.032838 0.051 0.0044 0.00044108 0.032954 963 33 2 2 0 0 0 0 0 0 0 
10 10 11 0.015625 8 1.9222 0.0019 0.00018658 0.033901 0.023 0.0016 0.0001576 0.033808 981 19 0 0 0 0 0 0 0 0 0 
10 10 11 0.015625 9 1.9222 0.0005 4.98e-05 0.03272 0.006 0.0007 6.958e-05 0.032573 995 5 0 0 0 0 0 0 0 0 0 
10 10 11 0.015625 10 1.9222 0.0002 1.998e-05 0.033826 0.002 0.0001 1e-05 0.034203 998 2 0 0 0 0 0 0 0 0 0 
10 10 12 0.015625 1 2.06814 0.3633 0.047831 0.47665 223.54 0.3602 0.048765 0.43703 45 125 176 177 147 144 79 54 24 17 12 
10 10 12 0.015625 2 2.0681 0.1348 0.026155 0.077647 15.25 0.1371 0.025519 0.076198 372 293 161 81 38 24 10 11 9 1 0 
10 10 12 0.015625 3 2.0681 0.0568 0.011445 0.047265 2.277 0.059 0.01053 0.045156 665 208 76 27 8 8 3 3 2 0 0 
10 10 12 0.015625 4 2.0681 0.028 0.0053814 0.038332 0.583 0.028 0.0045405 0.037643 812 137 32 6 7 4 1 1 0 0 0 
10 10 12 0.015625 5 2.0681 0.0157 0.002486 0.036639 0.233 0.0121 0.001425 0.035726 880 98 12 6 3 1 0 0 0 0 0 
10 10 12 0.015625 6 2.0681 0.0068 0.00071447 0.035471 0.081 0.0058 0.00068705 0.035034 936 60 4 0 0 0 0 0 0 0 0 
10 10 12 0.015625 7 2.0681 0.003 0.00035135 0.034949 0.033 0.0023 0.00026497 0.034741 973 24 3 0 0 0 0 0 0 0 0 
10 10 12 0.015625 8 2.0681 0.0012 0.00011868 0.035028 0.012 0.001 9.9099e-05 0.034596 988 12 0 0 0 0 0 0 0 0 0 
10 10 12 0.015625 9 2.0681 0.0005 4.98e-05 0.034939 0.005 0.0002 1.998e-05 0.034625 995 5 0 0 0 0 0 0 0 0 0 
10 10 12 0.015625 10 2.0681 0.0001 1e-05 0.034876 0.001 0 0 0.034586 999 1 0 0 0 0 0 0 0 0 0 
10 25 6 0.015625 1 2.35197 0.9786 0.0032052 25.257 14546 0.9763 0.0050333 21.528 0 0 0 0 0 1 1 10 30 115 843 
10 25 6 0.015625 2 2.352 0.9508 0.0078672 12.087 8105.9 0.952 0.007023 12.044 0 0 0 1 1 4 8 21 81 202 682 
10 25 6 0.015625 3 2.352 0.9123 0.014713 8.2987 5100.9 0.9111 0.016043 8.2977 0 0 0 3 2 12 27 58 132 238 528 
10 25 6 0.015625 4 2.352 0.8631 0.024293 5.4732 3374.1 0.8634 0.025806 5.4216 0 0 2 6 11 30 66 89 156 252 388 
10 25 6 0.015625 5 2.352 0.8014 0.035013 3.635 2286 0.805 0.039434 3.662 0 0 6 13 37 67 81 129 189 201 277 
10 25 6 0.015625 6 2.352 0.7372 0.048845 2.5196 1575.2 0.7357 0.052188 2.5263 1 5 20 29 71 84 116 141 161 155 217 
10 25 6 0.015625 7 2.352 0.6662 0.0621 1.7759 1096.1 0.6581 0.066801 1.7983 6 16 33 73 93 105 126 126 122 150 150 
10 25 6 0.015625 8 2.352 0.5836 0.076608 1.2791 767.94 0.5828 0.077362 1.2738 18 40 79 97 127 91 117 94 116 114 107 
10 25 6 0.015625 9 2.352 0.5067 0.086111 0.92813 539.22 0.5051 0.085269 0.93719 39 87 113 121 107 88 92 88 109 77 79 
10 25 6 0.015625 10 2.352 0.4318 0.092561 0.72038 380.92 0.4326 0.086424 0.69529 92 128 145 101 93 74 89 86 69 63 60 
10 25 6 0.015625 11 2.352 0.3655 0.090991 0.521 270.7 0.3621 0.083597 0.52738 149 171 143 93 85 74 64 76 57 43 45 
10 25 6 0.015625 12 2.352 0.3021 0.087393 0.4029 193.19 0.3023 0.077282 0.40834 247 186 112 91 78 65 61 48 41 39 32 
10 25 6 0.015625 13 2.352 0.2466 0.078527 0.37196 135.32 0.2411 0.069931 0.39081 349 171 107 79 68 52 55 38 36 22 23 
10 25 6 0.015625 14 2.352 0.1997 0.066757 0.2542 96.009 0.1925 0.060254 0.26436 419 176 106 77 58 38 37 27 28 19 15 
10 25 6 0.015625 15 2.352 0.1592 0.055471 0.21149 68.4 0.1491 0.050089 0.22275 499 177 87 67 45 28 33 25 16 11 12 
10 25 6 0.015625 16 2.352 0.1213 0.04378 0.18076 49.1 0.1163 0.039804 0.19124 582 173 65 53 43 24 19 13 10 6 12 
10 25 6 0.015625 17 2.352 0.0933 0.03484 0.15709 35.887 0.0871 0.031415 0.16692 658 149 62 41 32 16 11 10 5 7 9 
10 25 6 0.015625 20 2.352 0.0343 0.01605 0.14095 15.38 0.0352 0.016497 0.14722 857 84 25 9 5 2 4 1 2 5 6 
10 25 7 0.015625 1 2.87098 0.9667 0.0044255 16.407 9236.7 0.9632 0.0070128 15.786 0 0 0 0 0 2 1 9 57 178 753 
10 25 7 0.015625 2 2.871 0.913 0.013585 7.2812 4215.9 0.9094 0.015667 7.2831 0 0 0 1 5 7 24 59 135 255 514 
10 25 7 0.015625 3 2.871 0.8433 0.026261 3.985 2285.8 0.8376 0.026933 3.9724 0 0 2 7 18 29 79 113 180 234 338 
10 25 7 0.015625 4 2.871 0.7582 0.041534 2.3412 1334.7 0.755 0.04474 2.3263 1 2 12 25 47 79 119 141 179 185 210 
10 25 7 0.015625 5 2.871 0.6662 0.058876 1.4658 814.08 0.6609 0.059721 1.4558 4 14 44 48 96 113 135 135 134 130 147 
10 25 7 0.015625 6 2.871 0.574 0.071716 0.9514 512.41 0.5649 0.073171 0.93656 15 45 64 102 131 122 119 96 110 99 97 
10 25 7 0.015625 7 2.871 0.4815 0.079567 0.64461 329.2 0.4715 0.080658 0.63451 40 94 113 126 130 103 76 105 79 81 53 
10 25 7 0.015625 8 2.871 0.4019 0.082169 0.45123 215.26 0.3962 0.078804 0.43909 91 142 140 125 106 98 59 86 66 46 41 
10 25 7 0.015625 9 2.871 0.3239 0.076655 0.32598 141.99 0.3189 0.076169 0.31821 173 177 144 110 95 76 64 65 41 33 22 
10 25 7 0.015625 10 2.871 0.2593 0.070764 0.24445 94.545 0.2575 0.068212 0.24014 262 204 144 93 78 53 43 51 33 24 15 
10 25 7 0.015625 11 2.871 0.2066 0.059956 0.1885 62.742 0.2042 0.058741 0.18557 347 226 121 78 56 54 34 41 18 15 10 
10 25 7 0.015625 12 2.871 0.1591 0.047965 0.18108 41.915 0.1595 0.047097 0.18103 446 224 92 65 56 36 34 18 14 8 7 
10 25 7 0.015625 13 2.871 0.1208 0.036944 0.12397 27.284 0.1254 0.038734 0.12502 543 194 89 55 36 34 17 14 9 5 4 
10 25 7 0.015625 14 2.871 0.0905 0.027727 0.12352 17.44 0.0965 0.030348 0.12878 624 174 83 41 22 23 13 7 9 0 4 
10 25 7 0.015625 15 2.871 0.0686 0.021576 0.092141 11.294 0.0704 0.021425 0.096274 691 167 53 38 11 19 5 5 7 1 3 
10 25 7 0.015625 16 2.871 0.0496 0.015635 0.083741 7.317 0.0507 0.015475 0.088341 755 146 46 18 11 10 2 5 3 1 3 
10 25 7 0.015625 17 2.871 0.0345 0.010991 0.077278 4.257 0.0358 0.01129 0.083138 815 128 21 12 8 6 3 3 1 0 3 
10 25 7 0.015625 20 2.871 0.0108 0.0037671 0.070865 1.013 0.0118 0.0039847 0.076591 936 51 4 4 0 1 0 2 0 2 0 
10 25 8 0.015625 1 3.0147 0.9405 0.0080578 11.05 5557.7 0.9355 0.01074 9.6521 0 0 0 0 1 2 7 32 109 237 612 
10 25 8 0.015625 2 3.0147 0.8456 0.023484 3.5454 2029.2 0.8419 0.024939 3.5611 0 0 1 4 14 31 68 116 205 239 322 
10 25 8 0.015625 3 3.0147 0.729 0.044704 1.679 938.7 0.7249 0.043754 1.6795 1 3 14 33 64 98 128 146 166 174 173 
10 25 8 0.015625 4 3.0147 0.6128 0.060156 0.89594 484.38 0.6077 0.060932 0.89813 6 20 51 81 127 127 120 147 110 119 92 
10 25 8 0.015625 5 3.0147 0.505 0.071507 0.54067 267.42 0.4945 0.071872 0.52311 23 72 99 118 154 117 107 83 100 68 59 
10 25 8 0.015625 6 3.0147 0.4018 0.074571 0.33493 154.74 0.3944 0.073722 0.32811 68 137 156 131 123 97 68 75 67 50 28 
10 25 8 0.015625 7 3.0147 0.3142 0.072451 0.22806 93.028 0.3107 0.069425 0.22169 147 208 161 122 85 73 56 46 54 29 19 
10 25 8 0.015625 8 3.0147 0.2482 0.065142 0.16383 57.356 0.2418 0.063036 0.16025 249 235 145 96 68 59 41 39 41 15 12 
10 25 8 0.015625 9 3.0147 0.1918 0.054948 0.14396 36.211 0.1861 0.051388 0.12971 368 222 129 79 50 48 33 30 22 13 6 
10 25 8 0.015625 10 3.0147 0.147 0.044475 0.10088 23.058 0.1421 0.040939 0.097725 467 216 115 57 34 41 21 22 17 4 6 
10 25 8 0.015625 11 3.0147 0.1116 0.033839 0.097525 14.593 0.1074 0.030636 0.096803 557 192 108 40 33 21 18 17 6 4 4 
10 25 8 0.015625 12 3.0147 0.0844 0.024862 0.073839 9.293 0.0821 0.022652 0.073142 625 191 79 37 24 10 16 10 4 0 4 
10 25 8 0.015625 13 3.0147 0.0622 0.01877 0.075215 5.769 0.0615 0.016624 0.075777 710 157 58 26 17 12 9 7 0 0 4 
10 25 8 0.015625 14 3.0147 0.046 0.013598 0.061883 3.533 0.0437 0.011312 0.062888 771 130 50 15 11 13 4 2 0 2 2 
10 25 8 0.015625 15 3.0147 0.0319 0.0090615 0.058569 2.042 0.031 0.0072062 0.060255 821 120 28 11 8 6 1 2 1 0 2 
10 25 8 0.015625 16 3.0147 0.0231 0.0063628 0.058457 1.193 0.0221 0.0045061 0.058539 859 104 15 11 5 1 2 1 0 0 2 
10 25 8 0.015625 17 3.0147 0.0164 0.0042953 0.055564 0.686 0.0138 0.0026122 0.057356 898 74 12 10 2 2 0 0 0 2 0 
10 25 8 0.015625 20 3.0147 0.0042 0.0011635 0.054105 0.11 0.0037 0.00041673 0.056213 971 25 2 0 0 0 1 1 0 0 0 
10 25 9 0.015625 1 3.08048 0.8848 0.015685 5.9272 3182.2 0.8786 0.018841 5.5415 0 0 0 1 6 12 31 88 190 281 391 
10 25 9 0.015625 2 3.0805 0.7323 0.040087 1.6561 929.28 0.7255 0.044684 1.6514 0 2 12 25 51 94 160 159 172 151 174 
10 25 9 0.015625 3 3.0805 0.5773 0.060936 0.70303 368.91 0.5741 0.063663 0.69626 5 28 67 91 147 141 124 126 107 77 87 
10 25 9 0.015625 4 3.0805 0.4391 0.071473 0.36361 168.96 0.4456 0.072453 0.35843 42 103 132 155 133 109 98 72 58 54 44 
10 25 9 0.015625 5 3.0805 0.3315 0.069007 0.21559 85.082 0.334 0.069594 0.21211 107 201 170 124 114 74 66 49 41 31 23 
10 25 9 0.015625 6 3.0805 0.2469 0.058869 0.14457 45.409 0.2468 0.059209 0.1416 216 231 188 104 73 60 39 32 24 22 11 
10 25 9 0.015625 7 3.0805 0.1871 0.048973 0.10702 25.408 0.1884 0.046672 0.10456 335 246 159 74 44 59 25 22 19 12 5 
10 25 9 0.015625 8 3.0805 0.1349 0.036709 0.084856 14.471 0.14 0.036456 0.083822 457 240 124 60 34 30 21 15 10 6 3 
10 25 9 0.015625 9 3.0805 0.1031 0.02935 0.072261 8.378 0.0992 0.024884 0.071582 552 226 94 39 32 16 14 15 7 3 2 
10 25 9 0.015625 10 3.0805 0.0757 0.021421 0.064349 4.923 0.0712 0.017008 0.063867 643 201 63 29 29 10 10 7 5 2 1 
10 25 9 0.015625 11 3.0805 0.0564 0.015274 0.059342 2.899 0.0528 0.011704 0.059174 707 182 47 21 21 8 5 4 3 1 1 
10 25 9 0.015625 12 3.0805 0.0404 0.0096375 0.063394 1.687 0.0389 0.0085053 0.062839 763 161 35 19 9 4 6 1 1 1 0 
10 25 9 0.015625 13 3.0805 0.0291 0.0061894 0.054252 0.989 0.0288 0.0058965 0.05451 816 128 32 10 6 5 2 0 1 0 0 
10 25 9 0.015625 14 3.0805 0.0207 0.0041056 0.058067 0.557 0.0204 0.0038277 0.058693 856 111 18 8 3 2 1 0 1 0 0 
10 25 9 0.015625 15 3.0805 0.0155 0.0025923 0.056928 0.324 0.0138 0.002452 0.057426 882 96 13 6 2 0 0 1 0 0 0 
10 25 9 0.015625 16 3.0805 0.0102 0.0013974 0.0517 0.177 0.0101 0.0019299 0.052275 913 77 8 0 1 1 0 0 0 0 0 
