k n_trees depth sparsity k_build b v build_time recall var_recall query_time projection_time traversal_time vote_time exact_time cs_size n_train n_subsample val_recall val_var_recall val_query_time r0 r1 r2 r3 r4 r5 r6 r7 r8 r9 r10
10 30 16 0.0323 10 1 0.0075 77.947 0.0512 0.025164 0.041127 0 0.013035 0.02632 0.0014899 1.755 100000 100 0.0434 0.021718 0.039496 823 90 23 17 7 7 8 6 7 4 8 
10 30 16 0.0323 10 1 0.01 77.947 0.0369 0.020709 0.03951 0 0.012265 0.02612 0.0008042 0.831 100000 100 0.0299 0.016953 0.038684 887 51 18 8 6 4 3 7 5 3 8 
10 40 12 0.0323 10 1 1e-07 17.5458 0.8535 0.023331 3.8843 0 0.029131 0.17493 3.6798 6912.2 100000 100 0.8485 0.024943 3.6415 1 0 2 2 7 33 61 130 172 240 352 
10 40 12 0.0323 10 1 1.375e-07 17.546 0.8535 0.023331 3.5884 0 0.026428 0.20879 3.3526 6912.2 100000 100 0.8485 0.024943 3.5935 1 0 2 2 7 33 61 130 172 240 352 
10 40 12 0.0323 10 1 1.75e-07 17.546 0.8535 0.023331 3.5273 0 0.022203 0.15243 3.3521 6912.2 100000 100 0.8485 0.024943 3.4755 1 0 2 2 7 33 61 130 172 240 352 
10 40 12 0.0323 10 1 2.5e-07 17.546 0.8535 0.023331 3.4847 0 0.021689 0.14303 3.3195 6912.2 100000 100 0.8485 0.024943 3.4832 1 0 2 2 7 33 61 130 172 240 352 
10 40 12 0.0323 10 1 3.75e-07 17.546 0.8535 0.023331 3.4516 0 0.022094 0.15206 3.2769 6912.2 100000 100 0.8485 0.024943 3.4861 1 0 2 2 7 33 61 130 172 240 352 
10 40 12 0.0323 10 1 5e-07 17.546 0.8535 0.023331 3.7961 0 0.028556 0.15968 3.6074 6912.2 100000 100 0.8485 0.024943 3.8728 1 0 2 2 7 33 61 130 172 240 352 
10 40 12 0.0323 10 1 7.5e-07 17.546 0.8535 0.023331 3.9123 0 0.031904 0.19051 3.6893 6912.2 100000 100 0.8485 0.024943 3.9009 1 0 2 2 7 33 61 130 172 240 352 
10 40 12 0.0323 10 1 1e-06 17.546 0.8535 0.023331 3.9071 0 0.029166 0.19611 3.6812 6912.2 100000 100 0.8485 0.024943 3.7092 1 0 2 2 7 33 61 130 172 240 352 
10 40 12 0.0323 10 1 1.375e-06 17.546 0.8535 0.023331 3.7584 0 0.022072 0.26321 3.4725 6912.2 100000 100 0.8485 0.024943 3.6462 1 0 2 2 7 33 61 130 172 240 352 
10 40 12 0.0323 10 1 1.75e-06 17.546 0.8535 0.023331 3.5627 0 0.020276 0.15239 3.3893 6912.2 100000 100 0.8485 0.024943 3.329 1 0 2 2 7 33 61 130 172 240 352 
10 40 12 0.0323 10 1 2.5e-06 17.546 0.8535 0.023331 3.2975 0 0.022567 0.14328 3.1311 6912.2 100000 100 0.8485 0.024943 3.3117 1 0 2 2 7 33 61 130 172 240 352 
10 40 12 0.0323 10 1 3.75e-06 17.546 0.8535 0.023331 3.344 0 0.019997 0.13881 3.1845 6912.2 100000 100 0.8485 0.024943 3.3314 1 0 2 2 7 33 61 130 172 240 352 
10 40 12 0.0323 10 1 5e-06 17.546 0.8535 0.023331 3.3131 0 0.022495 0.13588 3.1542 6912.2 100000 100 0.8485 0.024943 3.3163 1 0 2 2 7 33 61 130 172 240 352 
10 40 12 0.0323 10 1 7.5e-06 17.546 0.8535 0.023331 3.2712 0 0.019794 0.12417 3.1266 6912.2 100000 100 0.8485 0.024943 3.3421 1 0 2 2 7 33 61 130 172 240 352 
10 40 12 0.0323 10 1 1e-05 17.546 0.8535 0.023331 3.2626 0 0.019797 0.11434 3.1277 6912.2 100000 100 0.8485 0.024943 3.3366 1 0 2 2 7 33 61 130 172 240 352 
10 40 12 0.0323 10 1 1.375e-05 17.546 0.8535 0.023331 3.2985 0 0.022666 0.13159 3.1437 6912.2 100000 100 0.8485 0.024943 3.3144 1 0 2 2 7 33 61 130 172 240 352 
10 40 12 0.0323 10 1 1.75e-05 17.546 0.8535 0.023331 3.2919 0 0.019928 0.13455 3.1368 6912.2 100000 100 0.8485 0.024943 3.2906 1 0 2 2 7 33 61 130 172 240 352 
10 40 12 0.0323 10 1 2.5e-05 17.546 0.8535 0.023331 3.2819 0 0.019889 0.11477 3.1466 6911.7 100000 100 0.8485 0.024943 3.3501 1 0 2 2 7 33 61 130 172 240 352 
