k n_trees depth sparsity v build_time recall var_recall query_time projection_time traversal_time vote_time exact_time cs_size val_recall val_var_recall val_query_time
10 25 7 0.045 2 0.088788 0.024 0.0026505 0.066921 0.00049123 9.7196e-05 0.016362 0.049939 1672.1 0.016 0.0017616 0.066787
10 25 7 0.045 3 0.088788 0 0 0.01644 0.00046435 9.4696e-05 0.012155 0.0036988 105.44 0.003 0.00029394 0.013072
10 25 7 0.045 4 0.088788 0 0 0.0072175 0.00041459 9.184e-05 0.0064154 0.00026192 4.7 0 0 0.0067544
10 25 7 0.045 5 0.088788 0 0 0.0066847 0.00043553 9.56e-05 0.0060879 3.5399e-05 0.17 0 0 0.0065895
10 25 7 0.045 6 0.088788 0 0 0.006653 0.00043602 0.00010256 0.0060759 9.0939e-06 0.02 0 0 0.0065276
10 25 7 0.045 7 0.088788 0 0 0.0063045 0.00038451 9.4168e-05 0.0057922 3.98e-06 0 0 0 0.0061439
10 25 7 0.045 8 0.088788 0 0 0.0065299 0.00039616 9.6159e-05 0.0060034 4.1476e-06 0 0 0 0.0064254
10 25 7 0.045 9 0.088788 0 0 0.0063051 0.00038309 9.4156e-05 0.0057954 4.0829e-06 0 0 0 0.0061517
10 25 7 0.045 10 0.088788 0 0 0.0068362 0.00045094 9.7674e-05 0.0062539 4.2263e-06 0 0 0 0.0067237
10 25 7 0.045 11 0.088788 0 0 0.006828 0.00045549 0.00010099 0.006236 4.1202e-06 0 0 0 0.0067953
10 25 7 0.045 12 0.088788 0 0 0.0064385 0.00039622 9.5449e-05 0.0059129 3.9046e-06 0 0 0 0.0064124
10 25 7 0.045 13 0.088788 0 0 0.0066956 0.00044013 9.5916e-05 0.0061266 3.9735e-06 0 0 0 0.0065477
10 25 7 0.045 14 0.088788 0 0 0.0068929 0.00045173 0.00010714 0.0062999 4.1476e-06 0 0 0 0.0065714
10 25 7 0.045 15 0.088788 0 0 0.0064135 0.00038609 0.00010231 0.0058919 3.9251e-06 0 0 0 0.0061891
10 25 7 0.045 17 0.088788 0 0 0.0068972 0.00043327 9.909e-05 0.0063301 4.2398e-06 0 0 0 0.0066554
10 25 7 0.045 20 0.088788 0 0 0.0069135 0.00046386 9.7942e-05 0.0063174 4.048e-06 0 0 0 0.0065934
10 25 7 0.045 25 0.088788 0 0 0.0063013 0.00038628 9.395e-05 0.0057882 3.8873e-06 0 0 0 0.0062486
10 25 8 0.045 1 0.110148 0.133 0.012132 0.28799 0.00045881 0.0002097 0.005859 0.28143 9299.2 0.132 0.010077 0.28558
10 25 8 0.045 2 0.11015 0.017 0.0016273 0.01966 0.000448 0.0001219 0.0052153 0.013847 451.06 0.005 0.0004798 0.019034
10 25 8 0.045 3 0.11015 0.001 0.0001 0.0079664 0.00045428 0.00010989 0.0066746 0.00069461 14.92 0.001 0.0001 0.0058584
10 25 8 0.045 4 0.11015 0 0 0.0045997 0.00046599 0.00011117 0.0039437 4.7883e-05 0.32 0 0 0.004407
10 25 8 0.045 5 0.11015 0 0 0.0042736 0.00041706 0.0001109 0.003715 4.0908e-06 0 0 0 0.0041774
10 25 8 0.045 6 0.11015 0 0 0.0044189 0.00042599 0.00011234 0.0038481 4.1458e-06 0 0 0 0.0042482
10 25 8 0.045 7 0.11015 0 0 0.0042431 0.00040631 0.00010991 0.0036959 3.9968e-06 0 0 0 0.0041743
10 25 8 0.045 8 0.11015 0 0 0.0043973 0.00042862 0.00012755 0.0038094 4.0014e-06 0 0 0 0.0042026
10 25 8 0.045 9 0.11015 0 0 0.0044511 0.00046413 0.00011037 0.0038346 4.0205e-06 0 0 0 0.0044872
10 25 8 0.045 10 0.11015 0 0 0.0045469 0.00047105 0.00011155 0.0039324 4.0065e-06 0 0 0 0.0044136
10 25 8 0.045 11 0.11015 0 0 0.004552 0.00047001 0.00011157 0.003939 4.0927e-06 0 0 0 0.0043678
10 25 8 0.045 12 0.11015 0 0 0.004645 0.000491 0.00011255 0.0040092 4.0489e-06 0 0 0 0.0045276
